coeff_schiena,coeff_braccia,coeff_angolo_medio_braccio_destro,coeff_angolo_medio_braccio_sinistro,coeff_simm_x,coeff_simm_y,angolo_spalla_destra,angolo_spalla_sinistra
0.8808257366258312,0.7002598082683951,0.8024128299520137,0.8455486588509569,0.6460733115673065,1.0250166580080986,99.56511512029533,106.0495463560328
0.9778626033239824,0.6949522511348561,0.7928791106666885,0.7824199884100006,0.23761487007141113,1.1674868166446686,105.43392630044065,100.48587192342322
0.9013021332074922,0.6906725089796623,0.9480313232743719,0.9464139162468972,0.7829703092575073,1.5520305931568146,123.96393925196566,123.04638679532468
0.9644695829174914,0.7881433916080492,0.9650316173361229,0.9555138224006926,2.569908618927002,5.278341516852379,98.43133527419837,112.37348408287946
0.8948116321090969,0.7105998728206226,0.912506301132708,0.8980133549330194,0.8937981873750687,1.1990722063928843,117.88509014584776,126.15938072031557
0.9675986894415476,0.7411665200564013,0.8636882830044591,0.8584621521113316,0.6428970396518707,0.5141085535287857,94.24323489156797,92.0506563503768
0.9824321459455746,0.679624880602556,0.7617036647485858,0.7854471102108307,0.4706399738788605,1.0675184279680252,105.7380063325214,88.2191035122488
0.9090251811896167,0.772350771847267,0.9562190389621756,0.9301503053940293,0.9346547722816467,0.7722806632518768,52.96710049292597,49.502361816837364
0.9772237149695573,0.7369611092896977,0.965556857672754,0.9770762445544352,0.21933287382125854,0.3563217520713806,100.21152854169355,105.7213649958568
0.9806478825571945,0.6877385638865112,0.9013690474145337,0.9008498858462636,2.988780200481415,2.8889401853084564,37.80188720219918,53.551043301939295
0.9792925317401554,0.6509584497512187,0.8377023291232334,0.8537495346404842,0.28132280707359314,0.6883457005023956,104.24392807450675,103.41564812400958
0.9733423562312642,0.7082612864654587,0.9080798065729542,0.9139360606721454,1.9922368228435516,2.231202095746994,33.81310396173754,52.10708498659944
0.9600220452867788,0.7636128208901296,0.9494346563252661,0.977495317525157,3.5631651431322098,11.11844721622765,106.90237782932971,129.90460510298493
0.9804529956683831,0.7303411619709818,0.968452296707237,0.9665073311319369,0.15963804721832275,0.8153793513774872,107.97668796639445,107.20032654178819
0.9571785349442529,0.763102356113683,0.951925462721878,0.9767074269698892,2.837700977921486,7.4562915079295635,128.4294269773154,135.2841506095774
0.9253334400681185,0.7474214834987031,0.9525049221698956,0.9705233804848351,0.5117878466844559,1.4998169243335724,74.71963383367074,84.948963792515
0.9641653658160915,0.7791895749317025,0.9625958529699924,0.9758844538230402,0.2950294613838196,0.8065982162952423,108.79089112339616,110.35252174056039
0.9844329877722714,0.6974143165758365,0.8389903694193409,0.8260849075931158,0.48035717010498047,1.0691360831260681,85.32596319497964,80.04003323614964
0.9050130208916041,0.8113079879770811,0.9450709912696654,0.977873084887211,0.939508855342865,1.1485163810430095,129.9073551778152,139.06804288194888
0.9226458515864553,0.7504642857043432,0.9669104023663053,0.9641838196421408,0.4221430569887161,0.9475219696760178,112.91312807694464,112.30468312644223
0.943923171321445,0.7538809033660149,0.8389080656712202,0.8508357693900496,0.47041022777557373,0.6774347126483917,81.23465281207496,75.13287578587965
0.9620520090215479,0.7801006675304583,0.937673829544981,0.9148733183538793,0.5380741655826569,0.41443052887916565,44.13890102360443,40.730896586281915
0.9058753678204585,0.7139597463159616,0.9290204401922929,0.9015403020469599,0.7526789009571075,1.5254336260259151,120.41751440574956,132.3654665426945
0.9530217754694817,0.7460656998615512,0.9533975998453277,0.9713813952709673,0.3256814479827881,0.6742634773254395,109.71619097121848,109.66354549486421
0.9670391712617513,0.6861118538845346,0.9465758960797602,0.957008863335843,1.7070021033287048,2.7367621809244156,98.06802153019964,115.93011764668447
0.962109532956743,0.7711103468988295,0.9493981228356498,0.9728411194552935,0.9233693033456802,3.662831723690033,107.67034988050008,131.3566790548927
